==23034== NVPROF is profiling process 23034, command: /opt/conda/bin/python3.7 /opt/conda/bin/lightseq-train /tmp/wmt14_en_de/ --task translation --arch ls_transformer_wmt_en_de_big_t2t --encoder-layers 6 --decoder-layers 6 --optimizer ls_adam --adam-betas (0.9, 0.98) --clip-norm 0.0 --lr 5e-4 --lr-scheduler
==23034== Some kernel(s) will be replayed on device 0 in order to collect all events/metrics.
==23034== Profiling application: /opt/conda/bin/python3.7 /opt/conda/bin/lightseq-train /tmp/wmt14_en_de/ --task translation --arch ls_transformer_wmt_en_de_big_t2t --encoder-layers 6 --decoder-layers 6 --optimizer ls_adam --adam-betas (0.9, 0.98) --clip-norm 0.0 --lr 5e-4 --lr-scheduler
==23034== Profiling result:
         Device   Context    Stream                Kernel  inst_executed  inst_per_warp  sm_efficiency  flop_count_hp  flop_count_sp  dram_read_bytes  dram_write_bytes  gld_transactions  gst_transactions         ipc  achieved_occupancy
Tesla V100-SXM2         1         7  volta_fp16_s884gemm_        3063912    5984.203125          81.95         524288        2097152          2145280           1191744            787450             61568    0.989529            0.094841
Tesla V100-SXM2         1         7  void column_sum_redu         142336     139.000000          21.40         491520         623616           985888            667904             30720              1024    0.558908            0.495108
Tesla V100-SXM2         1         7  void ker_ln_bw_dgamm        2292736      69.968750          79.93        1048576       11895808          1970272            854528             65536              2048    0.793745            0.905924
Tesla V100-SXM2         1         7  void ker_ln_bw_dinp<         581760     303.000000          64.90        2519040        6697920          2962592           2068864            155520             30720    0.523118            0.346071
Tesla V100-SXM2         1         7  ls_dropout_bias_bwd_         309248     151.000000          44.73        2260992          65536          1477376           1182496             92160             32768    0.537129            0.496172
Tesla V100-SXM2         1         7  volta_fp16_s884gemm_        2796544    5462.000000          80.39              0        1048576          1982976           2198752            737280             65536    1.087023            0.099444
Tesla V100-SXM2         1         7  volta_fp16_s884gemm_        3067488    5991.187500          83.25         524288        2097152          3115744           2587968            789266             61568    0.902678            0.095217
Tesla V100-SXM2         1         7  void transform_0213<         161280      84.000000          25.65              0              0           570240            124960             30720             30720    0.750821            0.253534
Tesla V100-SXM2         1         7  void cutlass::Kernel        2832384     922.000000          77.29              0         786432          1308384           1114912            198523             30720    1.205610            0.226696
Tesla V100-SXM2         1         7  void cutlass::Kernel        1330176     866.000000          62.28              0         393216          1966176            691968            245760             11520    1.218709            0.212744
Tesla V100-SXM2         1         7  ls_dropout_bwd_kerne          38464      63.263158           6.91         307200          19200           223616            264960             14400              9600    0.687017            0.438912
Tesla V100-SXM2         1         7  void ker_attn_softma         307200      40.000000          38.90         614400        1751040           616320            595616             30307             15360    0.724332            0.444745
Tesla V100-SXM2         1         7  void cutlass::Kernel        2832384     922.000000          65.10              0         786432          1308000            612480            198589             30720    1.212490            0.226172
Tesla V100-SXM2         1         7  void cutlass::Kernel        2777088     904.000000          78.08              0         786432          1308128            936096            214625             30720    1.197409            0.226214
Tesla V100-SXM2         1         7  void transform4d_021         720000     125.000000          54.06              0              0          2825344           2239616             92160             92160    0.867614            0.870832
Tesla V100-SXM2         1         7  volta_fp16_s884gemm_        7659264    9973.000000          71.26              0        3145728          4231744           6152960           1474560            196608    1.865186            0.114587
Tesla V100-SXM2         1         7  volta_fp16_s884gemm_        7719424   15077.000000          71.31              0        2097152          9240896           3822144           1141366            122880    1.816799            0.124375
Tesla V100-SXM2         1         7  void splitKreduce_ke        1413120      92.000000          65.75        1966080        2457600          3936672           1737376            122880             30720    1.191307            0.856560
Tesla V100-SXM2         1         7  void column_sum_redu         427008     139.000000          55.10        1474560        1870848          2949280           1365664             92160              3072    0.440061            0.605703
Tesla V100-SXM2         1         7  void ker_ln_bw_dgamm        2292736      69.968750          80.53        1048576       11895808          1976800           1321376             65536              2048    0.772544            0.905113
Tesla V100-SXM2         1         7  void ker_ln_bw_dinp<         581760     303.000000          65.99        2519040        6697920          2966048           2476096            155520             30720    0.501745            0.348906
Tesla V100-SXM2         1         7  ls_dropout_bias_bwd_         309248     151.000000          43.93        2260992          65536          1474688           1076352             92160             32768    0.557881            0.495998
Tesla V100-SXM2         1         7  volta_fp16_s884gemm_       10212352    9973.000000          78.90              0        4194304          8863424           8750240           1966080            262144    1.572305            0.111004
Tesla V100-SXM2         1         7  volta_fp16_s884gemm_       10068992   19666.000000          74.25              0        2097152          9407328           3398304           1495584            122880    1.660760            0.124676
Tesla V100-SXM2         1         7  void ls_dropout_act_        2671360     652.187500          80.17        5898240        8650752          9827008           5065568            430080            123136    0.868174            0.786614
Tesla V100-SXM2         1         7  volta_fp16_s884gemm_       10212352    9973.000000          78.97              0        4194304          5584064           8734048           1966080            262144    1.577594            0.110585
Tesla V100-SXM2         1         7  volta_fp16_s884gemm_       10078720   19685.000000          65.52              0        2097152         12349024           3558272           1498544            122880    1.652801            0.124662
Tesla V100-SXM2         1         7  void splitKreduce_ke        1413120      92.000000          66.42        1966080        2457600          3949504           1854144            122880             30720    1.137917            0.869608
Tesla V100-SXM2         1         7  void ker_ln_bw_dgamm        2292736      69.968750          80.05        1048576       11895808          1976800           1308992             65536              2048    0.772166            0.908165
Tesla V100-SXM2         1         7  void ker_ln_bw_dinp<         581760     303.000000          64.20        2519040        6697920          2259488           1909184            155520             30720    0.555066            0.348554
Tesla V100-SXM2         1         7  ls_dropout_bias_bwd_         309248     151.000000          45.37        2260992          65536          1477536           1360416             92160             32768    0.516646            0.496271
Tesla V100-SXM2         1         7  volta_fp16_s884gemm_        2796544    5462.000000          73.10              0        1048576          1966336           2373632            737280             65536    1.360585            0.100835
Tesla V100-SXM2         1         7  volta_fp16_s884gemm_        3063435    5983.271484          75.44         524288        2097152          3088256           1606912            788423             61568    1.209058            0.096542
Tesla V100-SXM2         1         7  void transform_0213<         161280      84.000000          37.54              0              0           983200            650720             30720             30720    0.445959            0.256860
Tesla V100-SXM2         1         7  void cutlass::Kernel        3039744    1979.000000          81.89              0        3145728          1342144           2906976            334070             32256    0.730920            0.120124
Tesla V100-SXM2         1         7  void cutlass::Kernel        3703296    2411.000000          71.10              0        3145728          2015328            974240            503808             17280    1.557834            0.116643
Tesla V100-SXM2         1         7  ls_dropout_bwd_kerne          40400      63.125000           8.47         322560          20160           486208            629952             15120             10080    0.506812            0.447602
Tesla V100-SXM2         1         7  void ker_attn_softma         307200      40.000000          39.19         645120        1789440           646944            718784             33859             17280    0.714407            0.468219
Tesla V100-SXM2         1         7  void cutlass::Kernel        3039744    1979.000000          81.62              0        3145728          1341152           1618336            334048             32256    0.788771            0.118721
Tesla V100-SXM2         1         7  void cutlass::Kernel        3090432    2012.000000          81.72              0        3145728          1068000            698144            342707             30720    0.806580            0.117590
Tesla V100-SXM2         1         7  void transform4d_021         240000     125.000000          36.67              0              0           987232           1897728             30720             30720    0.561564            0.470429
Tesla V100-SXM2         1         7  volta_fp16_s884gemm_        2796544    5462.000000          81.19              0        1048576          1983360           2174848            737280             65536    1.071437            0.099661
Tesla V100-SXM2         1         7  volta_fp16_s884gemm_        3066717    5989.681641          83.37         524288        2097152          3103840           3002944            789445             61568    0.896378            0.095414
Tesla V100-SXM2         1         7  void column_sum_redu         142336     139.000000          21.12         491520         623616           985888            757472             30720              1024    0.576927            0.494923
Tesla V100-SXM2         1         7  void ker_ln_bw_dgamm        2292736      69.968750          80.89        1048576       11895808          1976800            990560             65536              2048    0.764831            0.906708
Tesla V100-SXM2         1         7  void ker_ln_bw_dinp<         581760     303.000000          65.65        2519040        6697920          2961568           2053408            155520             30720    0.512866            0.349182
Tesla V100-SXM2         1         7  ls_dropout_bias_bwd_         309248     151.000000          48.62        2260992          65536          1477664           3053248             92160             32768    0.437298            0.496874
Tesla V100-SXM2         1         7  volta_fp16_s884gemm_        2796544    5462.000000          80.53              0        1048576          1983360           2148576            737280             65536    1.077589            0.099599
Tesla V100-SXM2         1         7  volta_fp16_s884gemm_        3061764    5980.007812          75.96         524288        2097152          3084032           1590944            788564             61568    1.227335            0.096190
Tesla V100-SXM2         1         7  void transform_0213<         161280      84.000000          27.36              0              0           460288            473952             30720             30720    0.660978            0.250100
Tesla V100-SXM2         1         7  void cutlass::Kernel        2832384     922.000000          73.04              0         786432          1290336           1310784            198589             30720    1.597108            0.219585
Tesla V100-SXM2         1         7  void cutlass::Kernel        1330176     866.000000          57.59              0         393216          1966176            779232            245760             11520    1.316276            0.215105
Tesla V100-SXM2         1         7  ls_dropout_bwd_kerne          38464      63.263158           8.45         307200          19200           463712            947904             14400              9600    0.477671            0.449845
Tesla V100-SXM2         1         7  void ker_attn_softma         307200      40.000000          37.56         614400        1751040           623904            520928             30289             15360    0.771456            0.422247
Tesla V100-SXM2         1         7  void cutlass::Kernel        2832384     922.000000          72.95              0         786432          1290336            513408            198499             30720    1.592578            0.219705
Tesla V100-SXM2         1         7  void cutlass::Kernel        2777088     904.000000          77.66              0         786432          1307872            872896            214639             30720    1.203977            0.226517
Tesla V100-SXM2         1         7  void transform4d_021         720000     125.000000          50.79              0              0          2561280           1792896             92160             92160    1.067635            0.757187
Tesla V100-SXM2         1         7  volta_fp16_s884gemm_        7659264    9973.000000          71.44              0        3145728          4136512           6176928           1474560            196608    1.853600            0.113744
Tesla V100-SXM2         1         7  volta_fp16_s884gemm_        7719424   15077.000000          71.44              0        2097152          9240832           3865248           1141426            122880    1.813698            0.124390
Tesla V100-SXM2         1         7  void splitKreduce_ke        1413120      92.000000          64.88        1966080        2457600          3933216           1917440            122880             30720    1.203003            0.844031
Tesla V100-SXM2         1         7  void column_sum_redu         427008     139.000000          56.74        1474560        1870848          2951968           1173888             92160              3072    0.454887            0.608621
Tesla V100-SXM2         1         7  void ker_ln_bw_dgamm        2292736      69.968750          80.25        1048576       11895808          1970272            837888             65536              2048    0.791329            0.905948
Tesla V100-SXM2         1         7  void ker_ln_bw_dinp<         581760     303.000000          62.19        2519040        6697920          2957984           1864832            155520             30720    0.590042            0.347648
Tesla V100-SXM2         1         7  ls_dropout_bias_bwd_         309248     151.000000          46.15        2260992          65536          1476992           1147936             92160             32768    0.458522            0.496713
Tesla V100-SXM2         1         7  volta_fp16_s884gemm_       10212352    9973.000000          79.46              0        4194304          8856384           8760992           1966080            262144    1.573692            0.111127
Tesla V100-SXM2         1         7  volta_fp16_s884gemm_       10068992   19666.000000          74.15              0        2097152          9396288           4282912           1495238            122880    1.662824            0.124658
Tesla V100-SXM2         1         7  void ls_dropout_act_        2671360     652.187500          79.37        5898240        8650752          9850240           4885056            430080            123136    0.877745            0.793685
Tesla V100-SXM2         1         7  volta_fp16_s884gemm_       10212352    9973.000000          79.46              0        4194304          5470496           8814720           1966080            262144    1.547535            0.111120
Tesla V100-SXM2         1         7  volta_fp16_s884gemm_       10078720   19685.000000          73.31              0        2097152         12321088           3812992           1497602            122880    1.864976            0.124488
Tesla V100-SXM2         1         7  void splitKreduce_ke        1413120      92.000000          65.02        1966080        2457600          3936416           1733824            122880             30720    1.204291            0.843593
Tesla V100-SXM2         1         7  void ker_ln_bw_dgamm        2292736      69.968750          80.36        1048576       11895808          1976544            959712             65536              2048    0.774379            0.905695
Tesla V100-SXM2         1         7  void ker_ln_bw_dinp<         581760     303.000000          64.85        2519040        6697920          2295584           1845728            155520             30720    0.554670            0.351904
Tesla V100-SXM2         1         7  ls_dropout_bias_bwd_         309248     151.000000          43.60        2260992          65536          1474688           1205664             92160             32768    0.546651            0.496086
Tesla V100-SXM2         1         7  volta_fp16_s884gemm_        2796544    5462.000000          80.66              0        1048576          1982976           2196640            737280             65536    1.092236            0.099448
Tesla V100-SXM2         1         7  volta_fp16_s884gemm_        3066492    5989.242188          82.96         524288        2097152          3107680           4046016            789128             61568    0.895974            0.095316
Tesla V100-SXM2         1         7  void transform_0213<         161280      84.000000          39.37              0              0           985632            552896             30720             30720    0.427458            0.266150
Tesla V100-SXM2         1         7  void cutlass::Kernel        3039744    1979.000000          81.52              0        3145728          1340512           1021664            334070             32256    0.801117            0.118283
Tesla V100-SXM2         1         7  void cutlass::Kernel        3703296    2411.000000          81.34              0        3145728          2050528            942048            503808             17280    0.889311            0.117867
Tesla V100-SXM2         1         7  ls_dropout_bwd_kerne          40400      63.125000           8.02         322560          20160           486144            416320             15120             10080    0.572562            0.448405
Tesla V100-SXM2         1         7  void ker_attn_softma         307200      40.000000          36.92         645120        1789440           324128             78816             33886             17280    0.797864            0.358742
Tesla V100-SXM2         1         7  void cutlass::Kernel        3039744    1979.000000          80.81              0        3145728          1340512           1051872            334044             32256    0.792964            0.118618
Tesla V100-SXM2         1         7  void cutlass::Kernel        3090432    2012.000000          69.02              0        3145728          1032288            630144            342709             30720    1.563317            0.115558
Tesla V100-SXM2         1         7  void transform4d_021         240000     125.000000          21.07              0              0           159232            302112             30720             30720    1.435733            0.425854
Tesla V100-SXM2         1         7  volta_fp16_s884gemm_        2796544    5462.000000          82.01              0        1048576          1981952           2142080            737280             65536    1.068575            0.099709
Tesla V100-SXM2         1         7  volta_fp16_s884gemm_        3064224    5984.812500          81.83         524288        2097152          2151040           1275360            787424             61568    0.978645            0.094876
Tesla V100-SXM2         1         7  void column_sum_redu         142336     139.000000          21.21         491520         623616           983200            504384             30720              1024    0.565178            0.495085
Tesla V100-SXM2         1         7  void ker_ln_bw_dgamm        2292736      69.968750          80.44        1048576       11895808          1976800            433728             65536              2048    0.773039            0.906204
Tesla V100-SXM2         1         7  void ker_ln_bw_dinp<         581760     303.000000          64.59        2519040        6697920          2962336           2047744            155520             30720    0.531099            0.348301
Tesla V100-SXM2         1         7  ls_dropout_bias_bwd_         309248     151.000000          45.34        2260992          65536          1477120           1179552             92160             32768    0.491538            0.496522
Tesla V100-SXM2         1         7  volta_fp16_s884gemm_        2796544    5462.000000          72.84              0        1048576          1966336           2456128            737280             65536    1.344469            0.101351
Tesla V100-SXM2         1         7  volta_fp16_s884gemm_        3066636    5989.523438          83.05         524288        2097152          3101696           3040736            787852             61568    0.921327            0.095189
Tesla V100-SXM2         1         7  void transform_0213<         161280      84.000000          35.35              0              0           985472            140224             30720             30720    0.481235            0.263555
Tesla V100-SXM2         1         7  void cutlass::Kernel        2832384     922.000000          79.25              0         786432          1308640           3110272            198547             30720    1.090279            0.228788
Tesla V100-SXM2         1         7  void cutlass::Kernel        1330176     866.000000          56.24              0         393216          1966176            723232            245760             11520    1.362048            0.212198
Tesla V100-SXM2         1         7  ls_dropout_bwd_kerne          38464      63.263158           6.96         307200          19200           258304            325664             14400              9600    0.659635            0.438688
Tesla V100-SXM2         1         7  void ker_attn_softma         307200      40.000000          40.73         614400        1751040           616224           1613568             30354             15360    0.683910            0.529635
Tesla V100-SXM2         1         7  void cutlass::Kernel        2832384     922.000000          73.06              0         786432          1290336            526336            198602             30720    1.604801            0.221871
Tesla V100-SXM2         1         7  void cutlass::Kernel        2777088     904.000000          78.05              0         786432          1315840           1298080            214650             30720    1.158254            0.226927
Tesla V100-SXM2         1         7  void transform4d_021         720000     125.000000          51.21              0              0          2836480           1989664             92160             92160    0.972009            0.852043
Tesla V100-SXM2         1         7  volta_fp16_s884gemm_        7659264    9973.000000          71.33              0        3145728          4065984           6235040           1474560            196608    1.848456            0.113139
Tesla V100-SXM2         1         7  volta_fp16_s884gemm_        7719424   15077.000000          73.13              0        2097152          9266240           3931680           1141422            122880    1.563838            0.124567
Tesla V100-SXM2         1         7  void splitKreduce_ke        1413120      92.000000          68.01        1966080        2457600          3950304           1871680            122880             30720    1.000442            0.881711
Tesla V100-SXM2         1         7  void column_sum_redu         427008     139.000000          55.27        1474560        1870848          2949280           1310208             92160              3072    0.450660            0.605711
Tesla V100-SXM2         1         7  void ker_ln_bw_dgamm        2292736      69.968750          80.78        1048576       11895808          1976544            919136             65536              2048    0.772865            0.904212
Tesla V100-SXM2         1         7  void ker_ln_bw_dinp<         581760     303.000000          63.78        2519040        6697920          2962240           1680352            155520             30720    0.521211            0.352642
Tesla V100-SXM2         1         7  void transform4d_021        3024000     125.000000          83.17              0              0         12395808          12535488            387072            387072    0.805040            0.791924
Tesla V100-SXM2         1         7  volta_fp16_s884gemm_       32449536   10563.000000          93.64              0       12582912         18343168          30410464           6193152            983040    1.657709            0.121284
Tesla V100-SXM2         1         7  void cutlass::Kernel       32341365   50533.382812          94.36        2097152        9437184         37630976           4080768           6602145            161440    1.593693            0.117405
Tesla V100-SXM2         1         7  void column_sum_redu        1763328     143.500000          75.34        6193152        7778304         12386496           2116896            387072             12288    0.673090            0.965528
Tesla V100-SXM2         1         7  void at::native::vec        5468208      15.999953          78.93              0              0              384          84364128                 0           2734081    0.450859            0.068459
Tesla V100-SXM2         1         7  void zero_grads<__ha        1879908      10.999274          94.63              0              0              928          87211360                 0           2734081    0.158882            0.671940
Tesla V100-SXM2         1         7  void d_lookup_scale_         414720     216.000000          63.78         983040        1044480          2127232           3704832             48000                 0    0.308551            0.356558
Tesla V100-SXM2         1         7  void at::native::vec       12645294      37.000076          98.21       87490562       87490562        174984128          87318240           5468162           2734081    0.331820            0.960194
Tesla V100-SXM2         1         7  void cuComputePartGr         869952     424.781250          67.78        1032192        2678784          2083296           2087904            290304              4096    0.644913            0.386509
Tesla V100-SXM2         1         7  void cuComputeGradGa          43424     169.625000          12.76              0          47104            17664              2048              4096               128    0.412948            0.120153
Tesla V100-SXM2         1         7  void cuComputeGradIn        1235304     612.750000          67.52        4128768        8547840          2080608           3332608            487872             32256    1.030592            0.372949
Tesla V100-SXM2         1         7  ls_dropout_bias_bwd_         317696     155.125000          43.78        2334720          65536          1550720           1112224             96768             34304    0.532481            0.496278
Tesla V100-SXM2         1         7  volta_fp16_s884gemm_       10821632   10568.000000          79.33              0        4194304          9317184           8789536           2064384            262144    1.587794            0.110516
Tesla V100-SXM2         1         7  volta_fp16_s884gemm_       10068992   19666.000000          74.49              0        2097152          9446080           6146304           1518688            129024    1.577362            0.124675
Tesla V100-SXM2         1         7  void ls_dropout_act_        2791168     681.437500          80.15        6193152        9043968         10325312           5267104            451584            129280    0.868418            0.795165
Tesla V100-SXM2         1         7  volta_fp16_s884gemm_       10821632   10568.000000          79.28              0        4194304          5751616          11353120           2064384            262144    1.554477            0.111537
Tesla V100-SXM2         1         7  volta_fp16_s884gemm_       10078720   19685.000000          74.55              0        2097152         12544192           6388736           1521452            129024    1.575927            0.124670
Tesla V100-SXM2         1         7  void splitKreduce_ke        1229824     150.125000          64.64        2064384        2580480          4130720           2030304            129024             32256    1.014746            0.870595
Tesla V100-SXM2         1         7  void ker_ln_bw_dgamm        2301952      70.250000          80.25        1097728       12018688          1828192           1089888             68608              2048    0.794889            0.905748
Tesla V100-SXM2         1         7  void ker_ln_bw_dinp<         610848     303.000000          62.75        2644992        7032816          2307168           2039264            163296             32256    0.593438            0.366566
Tesla V100-SXM2         1         7  ls_dropout_bias_bwd_         317696     155.125000          40.99        2334720          65536          1548416           1327264             96768             34304    0.608647            0.495744
Tesla V100-SXM2         1         7  volta_fp16_s884gemm_        2976256    5813.000000          83.92              0        1048576          2081984           5627776            774144             65536    0.965503            0.099705
Tesla V100-SXM2         1         7  volta_fp16_s884gemm_        3062187    5980.833984          75.77         524288        2097152          3130496           1621824            800803             64640    1.199013            0.096143
Tesla V100-SXM2         1         7  void transform_0213<         169344      84.000000          34.45              0              0          1034624             44000             32256             32256    0.516603            0.280762
Tesla V100-SXM2         1         7  void cutlass::Kernel        3039744    1979.000000          69.37              0        3145728          1370976           1327168            351925             32256    1.535233            0.114280
Tesla V100-SXM2         1         7  void cutlass::Kernel        3703296    2411.000000          81.62              0        3145728          2100288           3961376            516096             18144    0.840302            0.119109
Tesla V100-SXM2         1         7  ls_dropout_bwd_kerne          42448      63.166667           8.58         338688          21168           368640            125024             15876             10584    0.599057            0.444027
Tesla V100-SXM2         1         7  void ker_attn_softma         322560      40.000000          38.90         677376        1878912           512032            283360             35535             18144    0.773369            0.394982
Tesla V100-SXM2         1         7  void cutlass::Kernel        3039744    1979.000000          69.29              0        3145728          1370976            479616            351903             32256    1.532172            0.115094
Tesla V100-SXM2         1         7  void cutlass::Kernel        3090432    2012.000000          69.15              0        3145728          1370976            716064            346883             32256    1.542327            0.115620
Tesla V100-SXM2         1         7  void transform4d_021         756000     125.000000          53.81              0              0          2967552           2413856             96768             96768    0.888430            0.855615
Tesla V100-SXM2         1         7  volta_fp16_s884gemm_        8116224   10568.000000          76.49              0        3145728          4754624           6648864           1548288            196608    1.516966            0.112589
Tesla V100-SXM2         1         7  volta_fp16_s884gemm_        7719424   15077.000000          73.11              0        2097152          9409152           4417312           1158888            129024    1.549787            0.124588
Tesla V100-SXM2         1         7  void splitKreduce_ke        1229824     150.125000          69.99        2064384        2580480          4133536           3714400            129024             32256    0.830114            0.865406
Tesla V100-SXM2         1         7  void column_sum_redu         440832     143.500000          62.04        1548288        1944576          3099808           3434368             96768              3072    0.376298            0.604726
Tesla V100-SXM2         1         7  void ker_ln_bw_dgamm        2301952      70.250000          79.83        1097728       12018688          2075360           1770976             68608              2048    0.770890            0.906501
Tesla V100-SXM2         1         7  void ker_ln_bw_dinp<         610848     303.000000          68.05        2644992        7032816          3112736           2992512            163296             32256    0.473546            0.370722
Tesla V100-SXM2         1         7  ls_dropout_bias_bwd_         317696     155.125000          43.87        2334720          65536          1550720           1169248             96768             34304    0.567123            0.496035
Tesla V100-SXM2         1         7  volta_fp16_s884gemm_       10821632   10568.000000          79.61              0        4194304          9306048          10957376           2064384            262144    1.540263            0.111172
Tesla V100-SXM2         1         7  volta_fp16_s884gemm_       10068992   19666.000000          74.35              0        2097152          9445568           4451808           1517934            129024    1.656312            0.124662
Tesla V100-SXM2         1         7  void ls_dropout_act_        2791168     681.437500          81.71        6193152        9043968         10333248           7483840            451584            129280    0.799386            0.796253
Tesla V100-SXM2         1         7  volta_fp16_s884gemm_       10821632   10568.000000          75.40              0        4194304          5505984           8236832           2064384            262144    1.901650            0.110744
Tesla V100-SXM2         1         7  volta_fp16_s884gemm_       10078720   19685.000000          74.00              0        2097152         12538624           4410720           1521974            129024    1.645405            0.124664
Tesla V100-SXM2         1         7  void splitKreduce_ke        1229824     150.125000          63.92        2064384        2580480          4128800           1760224            129024             32256    1.146528            0.790761
Tesla V100-SXM2         1         7  void ker_ln_bw_dgamm        2301952      70.250000          80.64        1097728       12018688          2069216           1055648             68608              2048    0.785245            0.901985
Tesla V100-SXM2         1         7  void ker_ln_bw_dinp<         610848     303.000000          70.58        2644992        7032816          3112736           4715552            163296             32256    0.415898            0.374361
Tesla V100-SXM2         1         7  ls_dropout_bias_bwd_         317696     155.125000          46.47        2334720          65536          1551104           2667936             96768             34304    0.472422            0.496737
Tesla V100-SXM2         1         7  volta_fp16_s884gemm_        2976256    5813.000000          79.96              0        1048576          2081408           2190688            774144             65536    1.103301            0.099587
Tesla V100-SXM2         1         7  volta_fp16_s884gemm_        3065595    5987.490234          82.68         524288        2097152          3158784           1999808            801149             64640    0.947018            0.095127
Tesla V100-SXM2         1         7  void transform_0213<         169344      84.000000          36.54              0              0          1034624             52704             32256             32256    0.516223            0.282781
Tesla V100-SXM2         1         7  void cutlass::Kernel        3039744    1979.000000          66.76              0        3145728          1370976           1386304            351896             32256    1.548712            0.117417
Tesla V100-SXM2         1         7  void cutlass::Kernel        3703296    2411.000000          81.66              0        3145728          2099552           1300736            516096             18144    0.900431            0.117523
Tesla V100-SXM2         1         7  ls_dropout_bwd_kerne          42448      63.166667           8.51         338688          21168           332288            153152             15876             10584    0.588550            0.443355
Tesla V100-SXM2         1         7  void ker_attn_softma         322560      40.000000          38.32         677376        1878912           526112            296032             35465             18144    0.780832            0.407937
Tesla V100-SXM2         1         7  void cutlass::Kernel        3039744    1979.000000          80.99              0        3145728          1405792            526688            351913             32256    0.815172            0.118427
Tesla V100-SXM2         1         7  void cutlass::Kernel        3090432    2012.000000          82.79              0        3145728          1406944           2894912            346883             32256    0.729565            0.118507
Tesla V100-SXM2         1         7  void transform4d_021         756000     125.000000          50.68              0              0          2555328           1675712             96768             96768    1.139052            0.767288
Tesla V100-SXM2         1         7  volta_fp16_s884gemm_        8116224   10568.000000          76.58              0        3145728          4742080           6665312           1548288            196608    1.526834            0.113112
Tesla V100-SXM2         1         7  volta_fp16_s884gemm_        7719424   15077.000000          71.53              0        2097152          9388288           4046336           1159166            129024    1.799103            0.124400
Tesla V100-SXM2         1         7  void splitKreduce_ke        1229824     150.125000          61.10        2064384        2580480          4128800           1719904            129024             32256    1.186401            0.811974
Tesla V100-SXM2         1         7  void column_sum_redu         440832     143.500000          55.27        1548288        1944576          3096736           1261824             96768              3072    0.482174            0.605543
Tesla V100-SXM2         1         7  void ker_ln_bw_dgamm        2301952      70.250000          81.11        1097728       12018688          2075104           1650528             68608              2048    0.770799            0.908147
Tesla V100-SXM2         1         7  void ker_ln_bw_dinp<         610848     303.000000          67.13        2644992        7032816          3112736           3029312            163296             32256    0.484235            0.365935
Tesla V100-SXM2         1         7  ls_dropout_bias_bwd_         317696     155.125000          46.79        2334720          65536          1550848           1155168             96768             34304    0.496017            0.496566
Tesla V100-SXM2         1         7  volta_fp16_s884gemm_       10821632   10568.000000          78.94              0        4194304          9321664          11181504           2064384            262144    1.523255            0.110808
Tesla V100-SXM2         1         7  volta_fp16_s884gemm_       10068992   19666.000000          74.16              0        2097152          9446080           4328000           1517978            129024    1.622050            0.124638
Tesla V100-SXM2         1         7  void ls_dropout_act_        2791168     681.437500          80.08        6193152        9043968         10288448           4598208            451584            129280    0.904374            0.792134
Tesla V100-SXM2         1         7  volta_fp16_s884gemm_       10821632   10568.000000          75.41              0        4194304          5503296           8312352           2064384            262144    1.897253            0.109868
Tesla V100-SXM2         1         7  volta_fp16_s884gemm_       10078720   19685.000000          74.34              0        2097152         12542080           4463744           1522402            129024    1.614002            0.124695
Tesla V100-SXM2         1         7  void splitKreduce_ke        1229824     150.125000          69.26        2064384        2580480          4133536           3549952            129024             32256    0.840790            0.863183
Tesla V100-SXM2         1         7  void ker_ln_bw_dgamm        2301952      70.250000          80.86        1097728       12018688          2075104           1751200             68608              2048    0.773650            0.901275
Tesla V100-SXM2         1         7  void ker_ln_bw_dinp<         610848     303.000000          73.07        2644992        7032816          3112736           4807168            163296             32256    0.369581            0.372715
Tesla V100-SXM2         1         7  ls_dropout_bias_bwd_         317696     155.125000          44.99        2334720          65536          1550848           1227040             96768             34304    0.537785            0.496256
Tesla V100-SXM2         1         7  volta_fp16_s884gemm_        2976256    5813.000000          83.54              0        1048576          2082400           5917376            774144             65536    0.954512            0.099745
Tesla V100-SXM2         1         7  volta_fp16_s884gemm_        3065877    5988.041016          82.64         524288        2097152          3157120           1905408            800531             64640    0.949853            0.095032
Tesla V100-SXM2         1         7  void transform_0213<         169344      84.000000          43.68              0              0          1035040           2058432             32256             32256    0.316282            0.284241
Tesla V100-SXM2         1         7  void cutlass::Kernel        3039744    1979.000000          80.78              0        3145728          1406432           1714432            351913             32256    0.774246            0.119407
Tesla V100-SXM2         1         7  void cutlass::Kernel        3703296    2411.000000          81.44              0        3145728          2100192           3954432            516096             18144    0.847768            0.119714
Tesla V100-SXM2         1         7  ls_dropout_bwd_kerne          42448      63.166667           8.48         338688          21168           364672            124128             15876             10584    0.582229            0.448598
Tesla V100-SXM2         1         7  void ker_attn_softma         322560      40.000000          36.58         677376        1878912           524704            293664             35479             18144    0.792377            0.395444
Tesla V100-SXM2         1         7  void cutlass::Kernel        3039744    1979.000000          83.45              0        3145728          1407136           5178816            351889             32256    0.677450            0.119641
Tesla V100-SXM2         1         7  void cutlass::Kernel        3090432    2012.000000          68.82              0        3145728          1370976            721088            346883             32256    1.560563            0.117299
Tesla V100-SXM2         1         7  void transform4d_021         756000     125.000000          52.37              0              0          2879360           2046272             96768             96768    1.007457            0.835530
