==23034== NVPROF is profiling process 23034, command: /opt/conda/bin/python3.7 /opt/conda/bin/lightseq-train /tmp/wmt14_en_de/ --task translation --arch ls_transformer_wmt_en_de_big_t2t --encoder-layers 6 --decoder-layers 6 --optimizer ls_adam --adam-betas (0.9, 0.98) --clip-norm 0.0 --lr 5e-4 --lr-scheduler
==23034== Some kernel(s) will be replayed on device 0 in order to collect all events/metrics.
==23034== Profiling application: /opt/conda/bin/python3.7 /opt/conda/bin/lightseq-train /tmp/wmt14_en_de/ --task translation --arch ls_transformer_wmt_en_de_big_t2t --encoder-layers 6 --decoder-layers 6 --optimizer ls_adam --adam-betas (0.9, 0.98) --clip-norm 0.0 --lr 5e-4 --lr-scheduler
==23034== Profiling result:
         Device   Context    Stream                Kernel  inst_executed  inst_per_warp  sm_efficiency  flop_count_hp  flop_count_sp  dram_read_bytes  dram_write_bytes  gld_transactions  gst_transactions         ipc  achieved_occupancy
Tesla V100-SXM2         1         7  void bias_add_transf         138240      72.000000          36.75         491520              0           987648            612096             61440             30720    0.391132            0.281938
Tesla V100-SXM2         1         7  void cutlass::Kernel        3703296    2411.000000          80.26              0        3145728          2051040           1703744            503808             17280    0.862608            0.119336
Tesla V100-SXM2         1         7  void ker_attn_softma         399360    1040.000000          66.97         258048        2703360           118432            494368             17627             17280    0.289122            0.071957
Tesla V100-SXM2         1         7  ls_dropout_kernel(in         119150     186.171875           9.99         161280         504000           361472            148224             15120             15120    1.298539            0.455528
Tesla V100-SXM2         1         7  void cutlass::Kernel        3090432    2012.000000          69.11              0        3145728          1354848           1087968            342707             30720    1.541314            0.116535
Tesla V100-SXM2         1         7  void transform4d_021         240000     125.000000          32.08              0              0           988672            662560             30720             30720    0.764972            0.459672
Tesla V100-SXM2         1         7  volta_fp16_s884gemm_        3128938    6111.207031          74.96         524288        2097152          2419328            705152            777934             61568    1.218168            0.096629
Tesla V100-SXM2         1         7  ls_dropout_res_bias_         436512     223.622951          32.37        1966080        1045504           985216            340096             92160             46080    1.279644            0.428992
Tesla V100-SXM2         1         7  void ker_layer_norm<         388320     202.250000          35.69        1966080        4672320           987136              1152            122880             31200    1.151025            0.315895
Tesla V100-SXM2         1         7  volta_fp16_s884gemm_       10226688   19974.000000          70.92              0        2097152          9397824           4424064           1415472            122880    1.594282            0.124693
Tesla V100-SXM2         1         7  void ls_dropout_act_        1904704     247.750260          69.02        5898240        6144000          3950912           5604960            245760            184320    1.203240            0.685967
Tesla V100-SXM2         1         7  volta_fp16_s884gemm_       10166538   39713.039062          71.09         524288        2097152         12321408           2112224           1997588             61504    1.690385            0.062326
Tesla V100-SXM2         1         7  ls_dropout_res_bias_         436512     223.622951          39.60        1966080        1045504          1973056           1173344             92160             46080    0.823013            0.417211
Tesla V100-SXM2         1         7  void at::native::unr            637     159.250000           0.75              0            512            13696                 0                16                63    0.065220            0.062462
Tesla V100-SXM2         1         7  _ZN2at6native27unrol            669     167.250000           0.70              0              0            12928               128                63                32    0.079719            0.062455
Tesla V100-SXM2         1         7  void at::native::vec        1837232      15.999861          63.79              0              0              800          29770048                 0            918594    0.513842            0.083409
Tesla V100-SXM2         1         7  void ker_layer_norm<         388320     202.250000          50.74        1966080        4672320           993088            621312            122880             31200    0.650520            0.340069
Tesla V100-SXM2         1         7  volta_fp16_s884gemm_        8519424   11093.000000          76.08              0        1572864          7311168           3186464           2242386             92160    1.608349            0.145965
Tesla V100-SXM2         1         7  void bias_add_transf         414720      72.000000          54.58        1474560              0          2976864           2470944            184320             92160    0.512624            0.613838
Tesla V100-SXM2         1         7  void cutlass::Kernel        1330176     866.000000          68.85              0         393216          1987328            826848            245760             11520    0.823457            0.221840
Tesla V100-SXM2         1         7  void ker_attn_softma         462336    1204.000000          66.28          92928        2457600            88864            430816             15002             15360    0.335767            0.071678
Tesla V100-SXM2         1         7  ls_dropout_kernel(in         113464     186.618421           8.43         153600         480000           333056            343616             14400             14400    1.601377            0.446759
Tesla V100-SXM2         1         7  void cutlass::Kernel        2777088     904.000000          77.90              0         786432          1310368           1259392            214643             30720    1.161039            0.226956
Tesla V100-SXM2         1         7  void transform4d_021         240000     125.000000          28.00              0              0           986240              3712             30720             30720    0.938615            0.450573
Tesla V100-SXM2         1         7  volta_fp16_s884gemm_        3129859    6113.005859          83.66         524288        2097152          3108992           1788480            780349             61568    0.945071            0.094744
Tesla V100-SXM2         1         7  ls_dropout_res_bias_         436512     223.622951          38.55        1966080        1045504          1975200           1106592             92160             46080    0.832101            0.429210
Tesla V100-SXM2         1         7  void ker_layer_norm<         388320     202.250000          46.23        1966080        4672320           991872              2176            122880             31200    0.776393            0.331622
Tesla V100-SXM2         1         7  volta_fp16_s884gemm_        3129439    6112.185547          83.71         524288        2097152          3100928           1948192            770937             61568    0.947963            0.094466
Tesla V100-SXM2         1         7  void bias_add_transf         138240      72.000000          36.07         491520              0           992448            640128             61440             30720    0.377824            0.271032
Tesla V100-SXM2         1         7  void cutlass::Kernel        3703296    2411.000000          80.23              0        3145728          2050272           1191456            503808             17280    0.903606            0.119938
Tesla V100-SXM2         1         7  void ker_attn_softma         399360    1040.000000          71.72         258048        2703360           334016            384864             17627             17280    0.251666            0.071979
Tesla V100-SXM2         1         7  ls_dropout_kernel(in         119150     186.171875           8.82         161280         504000           322688            414144             15120             15120    1.605449            0.446423
Tesla V100-SXM2         1         7  void cutlass::Kernel        3090432    2012.000000          81.62              0        3145728          1390816           1188544            342707             30720    0.783029            0.118737
Tesla V100-SXM2         1         7  void transform4d_021         240000     125.000000          28.42              0              0           986240              3712             30720             30720    0.935479            0.450772
Tesla V100-SXM2         1         7  volta_fp16_s884gemm_        3131434    6116.082031          84.69         524288        2097152          3104512           3436192            779488             61568    0.859966            0.094929
Tesla V100-SXM2         1         7  ls_dropout_res_bias_         436512     223.622951          34.73        1966080        1045504           989824            479392             92160             46080    1.139123            0.428147
Tesla V100-SXM2         1         7  void ker_layer_norm<         388320     202.250000          31.55        1966080        4672320                0                 0            122880             31200    1.414882            0.306309
Tesla V100-SXM2         1         7  volta_fp16_s884gemm_       10226688   19974.000000          74.67              0        2097152          9397760           4171328           1416668            122880    1.595585            0.124689
Tesla V100-SXM2         1         7  void ls_dropout_act_        1904704     247.750260          71.61        5898240        6144000          3952960           6149056            245760            184320    1.136977            0.679437
Tesla V100-SXM2         1         7  volta_fp16_s884gemm_       10172583   39736.652344          72.63         524288        2097152         12349184           3174912           1996083             61504    1.458485            0.062354
Tesla V100-SXM2         1         7  ls_dropout_res_bias_         436512     223.622951          39.77        1966080        1045504          1972608           1125888             92160             46080    0.846754            0.446604
Tesla V100-SXM2         1         7  void at::native::unr            637     159.250000           0.54              0            512                0                 0                16                63    0.122547            0.062428
Tesla V100-SXM2         1         7  _ZN2at6native27unrol            669     167.250000           0.51              0              0                0               128                63                32    0.144680            0.062432
Tesla V100-SXM2         1         7  void at::native::vec        1837232      15.999861          59.60              0              0             2144          29522752                 0            918594    0.549389            0.094449
Tesla V100-SXM2         1         7  void ker_layer_norm<         388320     202.250000          31.12        1966080        4672320                0                32            122880             31200    1.433232            0.306323
Tesla V100-SXM2         1         7  volta_fp16_s884gemm_        8519424   11093.000000          76.01              0        1572864          7310720           3351712           2245062             92160    1.614576            0.147469
Tesla V100-SXM2         1         7  void bias_add_transf         414720      72.000000          54.49        1474560              0          2955392           1528928            184320             92160    0.560564            0.610230
Tesla V100-SXM2         1         7  void cutlass::Kernel        1330176     866.000000          58.87              0         393216          1966176            745824            245760             11520    1.370626            0.211891
Tesla V100-SXM2         1         7  void ker_attn_softma         462336    1204.000000          70.20          92928        2457600           312736            208416             15002             15360    0.298222            0.071853
Tesla V100-SXM2         1         7  ls_dropout_kernel(in         113464     186.618421           8.28         153600         480000           307392            355872             14400             14400    1.611911            0.446514
Tesla V100-SXM2         1         7  void cutlass::Kernel        2777088     904.000000          78.31              0         786432          1310336           1217408            214654             30720    1.167160            0.226767
Tesla V100-SXM2         1         7  void transform4d_021         240000     125.000000          30.57              0              0           992512            612832             30720             30720    0.832943            0.456306
Tesla V100-SXM2         1         7  volta_fp16_s884gemm_        3126709    6106.853516          75.99         524288        2097152          3080448           1323936            779791             61568    1.212659            0.096386
Tesla V100-SXM2         1         7  ls_dropout_res_bias_         436512     223.622951          34.67        1966080        1045504           985216            724832             92160             46080    1.144052            0.428840
Tesla V100-SXM2         1         7  void ker_layer_norm<         388320     202.250000          30.78        1966080        4672320                0                32            122880             31200    1.432328            0.306544
Tesla V100-SXM2         1         7  volta_fp16_s884gemm_        3130498    6114.253906          84.84         524288        2097152          3105152           3459648            771148             61568    0.861982            0.094893
Tesla V100-SXM2         1         7  void bias_add_transf         138240      72.000000          32.64         491520              0           987520              1408             61440             30720    0.477658            0.284950
Tesla V100-SXM2         1         7  void cutlass::Kernel        3703296    2411.000000          69.97              0        3145728          2015328           1158592            503808             17280    1.585700            0.119298
Tesla V100-SXM2         1         7  void ker_attn_softma         399360    1040.000000          68.59         258048        2703360           152096            228896             17627             17280    0.274552            0.071874
Tesla V100-SXM2         1         7  ls_dropout_kernel(in         119150     186.171875          10.35         161280         504000           490368            323200             15120             15120    1.236740            0.457460
Tesla V100-SXM2         1         7  void cutlass::Kernel        3090432    2012.000000          68.11              0        3145728          1354848           1112768            342707             30720    1.555362            0.117845
Tesla V100-SXM2         1         7  void transform4d_021         240000     125.000000          30.89              0              0           999296            625696             30720             30720    0.817258            0.456777
Tesla V100-SXM2         1         7  volta_fp16_s884gemm_        3131824    6116.843750          85.09         524288        2097152          3102272           3478656            781500             61568    0.847936            0.095113
Tesla V100-SXM2         1         7  ls_dropout_res_bias_         436512     223.622951          33.51        1966080        1045504           989824            412608             92160             46080    1.135216            0.443768
Tesla V100-SXM2         1         7  void ker_layer_norm<         388320     202.250000          47.65        1966080        4672320           991872              3712            122880             31200    0.735417            0.334185
Tesla V100-SXM2         1         7  volta_fp16_s884gemm_       10226688   19974.000000          74.17              0        2097152          9397120           4302048           1414922            122880    1.626590            0.124680
Tesla V100-SXM2         1         7  void ls_dropout_act_        1904704     247.750260          67.41        5898240        6144000          3956096           5420192            245760            184320    1.214606            0.723683
Tesla V100-SXM2         1         7  volta_fp16_s884gemm_       10173411   39739.886719          73.08         524288        2097152         12349184           3174528           1997365             61504    1.445569            0.062356
Tesla V100-SXM2         1         7  ls_dropout_res_bias_         436512     223.622951          41.24        1966080        1045504          1979360           1129312             92160             46080    0.821526            0.466428
Tesla V100-SXM2         1         7  void at::native::unr            637     159.250000           0.78              0            512            14080              2624                16                63    0.059366            0.062465
Tesla V100-SXM2         1         7  _ZN2at6native27unrol            669     167.250000           0.36              0              0                0               128                63                32    0.254276            0.062310
Tesla V100-SXM2         1         7  void at::native::vec        1837232      15.999861          72.91              0              0              384          26269280                 0            918594    0.452808            0.069618
Tesla V100-SXM2         1         7  void ker_layer_norm<         388320     202.250000          36.10        1966080        4672320           987136              4736            122880             31200    1.132696            0.315207
Tesla V100-SXM2         1         7  volta_fp16_s884gemm_        8519424   11093.000000          74.85              0        1572864          7462080           3244000           2243944             92160    1.613372            0.146139
Tesla V100-SXM2         1         7  void bias_add_transf         414720      72.000000          54.57        1474560              0          2957824           1915488            184320             92160    0.525070            0.602255
Tesla V100-SXM2         1         7  void cutlass::Kernel        1330176     866.000000          59.75              0         393216          1966176            790176            245760             11520    1.350928            0.210541
Tesla V100-SXM2         1         7  void ker_attn_softma         462336    1204.000000          70.26          92928        2457600           157856            209504             15002             15360    0.306633            0.071835
Tesla V100-SXM2         1         7  ls_dropout_kernel(in         113464     186.618421           9.13         153600         480000           343936            162464             14400             14400    1.324493            0.456024
Tesla V100-SXM2         1         7  void cutlass::Kernel        2777088     904.000000          77.93              0         786432          1313152           1216096            214617             30720    1.161562            0.226925
Tesla V100-SXM2         1         7  void transform4d_021         240000     125.000000          21.73              0              0           983040              1408             30720             30720    1.358088            0.419761
Tesla V100-SXM2         1         7  volta_fp16_s884gemm_        3130978    6115.191406          84.91         524288        2097152          3106560           3646624            782138             61568    0.852276            0.094909
Tesla V100-SXM2         1         7  ls_dropout_res_bias_         436512     223.622951          34.38        1966080        1045504           985216            686272             92160             46080    1.167272            0.422299
Tesla V100-SXM2         1         7  void ker_layer_norm<         388320     202.250000          36.08        1966080        4672320           987136              1152            122880             31200    1.144440            0.312775
Tesla V100-SXM2         1         7  volta_fp16_s884gemm_        3131413    6116.041016          84.75         524288        2097152          3104768           3434944            772525             61568    0.862055            0.095035
Tesla V100-SXM2         1         7  void bias_add_transf         138240      72.000000          36.58         491520              0           999968            628992             61440             30720    0.395014            0.277806
Tesla V100-SXM2         1         7  void cutlass::Kernel        3703296    2411.000000          80.32              0        3145728          2058688           1653792            503808             17280    0.892092            0.119238
Tesla V100-SXM2         1         7  void ker_attn_softma         399360    1040.000000          65.84         258048        2703360           131488            410688             17627             17280    0.293871            0.072038
Tesla V100-SXM2         1         7  ls_dropout_kernel(in         119150     186.171875           8.78         161280         504000           322688            424480             15120             15120    1.612969            0.446578
Tesla V100-SXM2         1         7  void cutlass::Kernel        3090432    2012.000000          81.39              0        3145728          1397728           1197216            342707             30720    0.781896            0.119066
Tesla V100-SXM2         1         7  void transform4d_021         240000     125.000000          30.08              0              0           989376            681440             30720             30720    0.855088            0.455287
Tesla V100-SXM2         1         7  volta_fp16_s884gemm_        3127276    6107.960938          75.12         524288        2097152          3081472            458336            779362             61568    1.236269            0.096836
Tesla V100-SXM2         1         7  ls_dropout_res_bias_         436512     223.622951          34.87        1966080        1045504           989184            543680             92160             46080    1.139079            0.426506
Tesla V100-SXM2         1         7  void ker_layer_norm<         388320     202.250000          50.51        1966080        4672320           997824            714304            122880             31200    0.652434            0.340500
Tesla V100-SXM2         1         7  volta_fp16_s884gemm_       10226688   19974.000000          74.55              0        2097152          9415840           4189888           1416376            122880    1.603157            0.124691
Tesla V100-SXM2         1         7  void ls_dropout_act_        1904704     247.750260          68.74        5898240        6144000          3953088           6112832            245760            184320    1.143282            0.678525
Tesla V100-SXM2         1         7  volta_fp16_s884gemm_       10167093   39715.207031          70.94         524288        2097152         12321408           2117344           1997839             61504    1.689625            0.062323
Tesla V100-SXM2         1         7  ls_dropout_res_bias_         436512     223.622951          41.08        1966080        1045504          1972608           1147136             92160             46080    0.813570            0.417742
Tesla V100-SXM2         1         7  void cuApplyLayerNor        1095840     570.750000          57.15        2949120        9541920           413216           1008768            215040             31680    1.356019            0.357213
Tesla V100-SXM2         1         7  void cutlass::Kernel      115949184   21567.928571          92.74              0       43778048         96370496          42257472          20466956           1281600    2.005343            0.123153
Tesla V100-SXM2         1         7  _ZN2at6native27unrol            599     149.750000           0.66              0              0            16256               128               120                60    0.078774            0.061518
Tesla V100-SXM2         1         7  void at::native::vec             80      20.000000           0.17              0              0             1664                 0                 0                 1    0.074557            0.060461
Tesla V100-SXM2         1         7  void at::native::vec             80      20.000000           0.10              0              0                0                 0                 0                 1    0.134680            0.058870
Tesla V100-SXM2         1         7  void ls_cross_entrop       14885760     969.125000          93.43       41011680       91858080         80997728           2838112           2579040               960    0.885740            0.983049
Tesla V100-SXM2         1         7  void ls::cub::Device            609      76.125000           0.46              0           1264             7328               928                60                 1    0.159299            0.122098
Tesla V100-SXM2         1         7  void ls::cub::Device            609      76.125000           0.43              0           1264             7168               128                60                 1    0.174299            0.121771
Tesla V100-SXM2         1         7  void at::native::vec             84      21.000000           0.31              0              1             2368               512                 1                 1    0.036176            0.053779
Tesla V100-SXM2         1         7  void at::native::vec             80      20.000000           0.17              0              0             1664               128                 0                 1    0.073801            0.060540
Tesla V100-SXM2         1         7  void at::native::vec             84      21.000000           0.13              0              1                0               128                 1                 1    0.105131            0.049593
Tesla V100-SXM2         1         7  void at::native::vec             80      20.000000           0.10              0              0                0                 0                 0                 1    0.134228            0.058987
Tesla V100-SXM2         1         7  void at::native::vec        2563200      16.000000          66.27              0              0             3072          39031168                 0           1281600    0.511895            0.082028
Tesla V100-SXM2         1         7  void ls_cross_entrop       28131360    1831.468750          94.50       61516800      272963040        122015168          41893120           3875520           1281600    0.881051            0.975886
Tesla V100-SXM2         1         7  volta_fp16_s884gemm_      102186997   79833.591406          96.42        4718592       14680064        129641184           4059392          14886278            307360    1.843284            0.124869
Tesla V100-SXM2         1         7  volta_fp16_s884gemm_      106591424    9973.000000          97.70              0       43778048         43344320          87854944          19826096           2734080    1.978230            0.123119
Tesla V100-SXM2         1         7  void cuComputePartGr         850688     415.375000          59.10         983040        2588672          1993376            555968            276480              4096    0.941578            0.362529
Tesla V100-SXM2         1         7  void cuComputeGradGa          43424     169.625000           9.77              0          47104              256               768              4096               128    0.606523            0.117934
Tesla V100-SXM2         1         7  void cuComputeGradIn        1176480     612.750000          53.42        3932160        8140800           980064            534496            464640             30720    1.683011            0.334590
Tesla V100-SXM2         1         7  ls_dropout_bias_bwd_         309248     151.000000          45.58        2260992          65536          1477376           1112544             92160             32768    0.515499            0.496316
Tesla V100-SXM2         1         7  volta_fp16_s884gemm_       10212352    9973.000000          79.51              0        4194304          8871808           8489824           1966080            262144    1.565208            0.111297
Tesla V100-SXM2         1         7  volta_fp16_s884gemm_       10068992   19666.000000          73.02              0        2097152          9371968           3839776           1495868            122880    1.872420            0.124518
Tesla V100-SXM2         1         7  void ls_dropout_act_        2671360     652.187500          79.83        5898240        8650752          9818432           4419296            430080            123136    0.864016            0.793369
Tesla V100-SXM2         1         7  volta_fp16_s884gemm_       10212352    9973.000000          79.00              0        4194304          5525824           8736416           1966080            262144    1.586450            0.110928
Tesla V100-SXM2         1         7  volta_fp16_s884gemm_       10078720   19685.000000          74.43              0        2097152         12360352           3598336           1498576            122880    1.637416            0.124684
Tesla V100-SXM2         1         7  void splitKreduce_ke        1413120      92.000000          67.12        1966080        2457600          3933216           1792416            122880             30720    1.157043            0.842747
Tesla V100-SXM2         1         7  void ker_ln_bw_dgamm        2292736      69.968750          80.46        1048576       11895808          1977920           1219360             65536              2048    0.773810            0.907241
Tesla V100-SXM2         1         7  void ker_ln_bw_dinp<         581760     303.000000          68.10        2519040        6697920          2973856           2205728            155520             30720    0.473112            0.355366
Tesla V100-SXM2         1         7  ls_dropout_bias_bwd_         309248     151.000000          30.47        2260992          65536          1480160           1043584             92160             32768    0.564853            0.495948
Tesla V100-SXM2         1         7  volta_fp16_s884gemm_        2796544    5462.000000          79.51              0        1048576          1983360           2144064            737280             65536    1.087657            0.099371
Tesla V100-SXM2         1         7  volta_fp16_s884gemm_        3066942    5990.121094          83.55         524288        2097152          3115840           3423584            789146             61568    0.894147            0.095425
Tesla V100-SXM2         1         7  void transform_0213<         161280      84.000000          39.60              0              0           985504            552992             30720             30720    0.430481            0.265144
Tesla V100-SXM2         1         7  void cutlass::Kernel        3039744    1979.000000          81.25              0        3145728          1350656            751200            334056             32256    0.802065            0.118911
Tesla V100-SXM2         1         7  void cutlass::Kernel        3703296    2411.000000          79.98              0        3145728          2056800           1137024            503808             17280    0.900830            0.120275
Tesla V100-SXM2         1         7  ls_dropout_bwd_kerne          40400      63.125000           7.74         322560          20160           161408            228992             15120             10080    0.650260            0.442248
Tesla V100-SXM2         1         7  void ker_attn_softma         307200      40.000000          36.92         645120        1789440           323488            132960             33855             17280    0.800002            0.351793
Tesla V100-SXM2         1         7  void cutlass::Kernel        3039744    1979.000000          80.56              0        3145728          1346880            777760            334080             32256    0.799994            0.119129
Tesla V100-SXM2         1         7  void cutlass::Kernel        3090432    2012.000000          80.69              0        3145728          1394880            956480            342707             30720    0.794207            0.120525
Tesla V100-SXM2         1         7  void transform4d_021         240000     125.000000          21.29              0              0           153472            324832             30720             30720    1.434472            0.426089
Tesla V100-SXM2         1         7  volta_fp16_s884gemm_        2796544    5462.000000          79.77              0        1048576          1983360           2168704            737280             65536    1.086465            0.099593
Tesla V100-SXM2         1         7  volta_fp16_s884gemm_        3062904    5982.234375          74.63         524288        2097152          2098432           1084864            788282             61568    1.248012            0.096555
Tesla V100-SXM2         1         7  void column_sum_redu         142336     139.000000          19.96         491520         623616           987840            264512             30720              1024    0.639635            0.494386
Tesla V100-SXM2         1         7  void ker_ln_bw_dgamm        2292736      69.968750          79.81        1048576       11895808          1970272            836608             65536              2048    0.793289            0.903730
Tesla V100-SXM2         1         7  void ker_ln_bw_dinp<         581760     303.000000          65.30        2519040        6697920          2960544           2060768            155520             30720    0.516240            0.348197
Tesla V100-SXM2         1         7  ls_dropout_bias_bwd_         309248     151.000000          44.08        2260992          65536          1474688           1255872             92160             32768    0.529212            0.496202
Tesla V100-SXM2         1         7  volta_fp16_s884gemm_        2796544    5462.000000          73.07              0        1048576          1966336           2360768            737280             65536    1.371320            0.101654
Tesla V100-SXM2         1         7  volta_fp16_s884gemm_        3066333    5988.931641          83.12         524288        2097152          3112896           3144544            789177             61568    0.909913            0.095401
Tesla V100-SXM2         1         7  void transform_0213<         161280      84.000000          37.49              0              0           994368            609664             30720             30720    0.432230            0.266268
Tesla V100-SXM2         1         7  void cutlass::Kernel        2832384     922.000000          72.87              0         786432          1290336           1249216            198592             30720    1.602705            0.219780
Tesla V100-SXM2         1         7  void cutlass::Kernel        1330176     866.000000          67.81              0         393216          1983840            931488            245760             11520    0.818705            0.223147
Tesla V100-SXM2         1         7  ls_dropout_bwd_kerne          38464      63.263158           7.13         307200          19200           207616            384128             14400              9600    0.657257            0.436234
Tesla V100-SXM2         1         7  void ker_attn_softma         307200      40.000000          35.72         614400        1751040           617152            438176             30280             15360    0.777909            0.528588
Tesla V100-SXM2         1         7  void cutlass::Kernel        2832384     922.000000          72.90              0         786432          1290336            631040            198632             30720    1.602044            0.220016
Tesla V100-SXM2         1         7  void cutlass::Kernel        2777088     904.000000          73.05              0         786432          1290336            955232            214694             30720    1.578891            0.218858
Tesla V100-SXM2         1         7  void transform4d_021         720000     125.000000          50.69              0              0          2667520           1881728             92160             92160    0.986474            0.738751
Tesla V100-SXM2         1         7  volta_fp16_s884gemm_        7659264    9973.000000          76.24              0        3145728          4460992           6608288           1474560            196608    1.472312            0.112749
Tesla V100-SXM2         1         7  volta_fp16_s884gemm_        7719424   15077.000000          72.98              0        2097152          9265536           4276896           1141234            122880    1.569143            0.124610
Tesla V100-SXM2         1         7  void splitKreduce_ke        1413120      92.000000          65.88        1966080        2457600          3934496           1774208            122880             30720    1.181849            0.858703
Tesla V100-SXM2         1         7  void column_sum_redu         427008     139.000000          57.24        1474560        1870848          2951968           1297184             92160              3072    0.425450            0.609942
Tesla V100-SXM2         1         7  void ker_ln_bw_dgamm        2292736      69.968750          80.19        1048576       11895808          1974240            956640             65536              2048    0.784215            0.903167
Tesla V100-SXM2         1         7  void ker_ln_bw_dinp<         581760     303.000000          65.01        2519040        6697920          2962496           1778880            155520             30720    0.524319            0.344019
Tesla V100-SXM2         1         7  ls_dropout_bias_bwd_         309248     151.000000          44.89        2260992          65536          1477376           1112096             92160             32768    0.502705            0.496387
Tesla V100-SXM2         1         7  volta_fp16_s884gemm_       10212352    9973.000000          76.18              0        4194304          8726080           8285344           1966080            262144    1.832049            0.109752
Tesla V100-SXM2         1         7  volta_fp16_s884gemm_       10068992   19666.000000          74.19              0        2097152          9396672           4309056           1495770            122880    1.651369            0.124690
Tesla V100-SXM2         1         7  void ls_dropout_act_        2671360     652.187500          78.98        5898240        8650752          9798592           4517664            430080            123136    0.907141            0.794413
Tesla V100-SXM2         1         7  volta_fp16_s884gemm_       10212352    9973.000000          79.16              0        4194304          5431104           8176512           1966080            262144    1.572193            0.111637
Tesla V100-SXM2         1         7  volta_fp16_s884gemm_       10078720   19685.000000          74.28              0        2097152         12345728           4273504           1498390            122880    1.644490            0.124683
Tesla V100-SXM2         1         7  void splitKreduce_ke        1413120      92.000000          63.19        1966080        2457600          3932192           1711296            122880             30720    1.338721            0.847818
Tesla V100-SXM2         1         7  void ker_ln_bw_dgamm        2292736      69.968750          80.35        1048576       11895808          1976704            434528             65536              2048    0.780813            0.902704
Tesla V100-SXM2         1         7  void ker_ln_bw_dinp<         581760     303.000000          67.11        2519040        6697920          2978656           2156672            155520             30720    0.490041            0.354846
Tesla V100-SXM2         1         7  ls_dropout_bias_bwd_         309248     151.000000          41.79        2260992          65536          1474688           1079136             92160             32768    0.578927            0.495802
Tesla V100-SXM2         1         7  volta_fp16_s884gemm_        2796544    5462.000000          82.41              0        1048576          1984000           2868992            737280             65536    1.035862            0.099703
Tesla V100-SXM2         1         7  volta_fp16_s884gemm_        3062211    5980.880859          75.52         524288        2097152          3087872           1511872            788141             61568    1.232509            0.096338
Tesla V100-SXM2         1         7  void transform_0213<         161280      84.000000          37.81              0              0           983200            660288             30720             30720    0.457479            0.249020
Tesla V100-SXM2         1         7  void cutlass::Kernel        3039744    1979.000000          81.26              0        3145728          1344032           1012800            334064             32256    0.800135            0.118296
Tesla V100-SXM2         1         7  void cutlass::Kernel        3703296    2411.000000          70.54              0        3145728          2015328            848640            503808             17280    1.562409            0.116960
Tesla V100-SXM2         1         7  ls_dropout_bwd_kerne          40400      63.125000           7.71         322560          20160           161408            251744             15120             10080    0.640904            0.444701
Tesla V100-SXM2         1         7  void ker_attn_softma         307200      40.000000          38.06         645120        1789440           322720            354560             33826             17280    0.797686            0.334093
Tesla V100-SXM2         1         7  void cutlass::Kernel        3039744    1979.000000          68.64              0        3145728          1305696           1327040            334059             32256    1.554385            0.115688
Tesla V100-SXM2         1         7  void cutlass::Kernel        3090432    2012.000000          68.25              0        3145728          1032544            818368            342704             30720    1.576157            0.117441
Tesla V100-SXM2         1         7  void transform4d_021         240000     125.000000          21.36              0              0            77568            336512             30720             30720    1.432784            0.425546
Tesla V100-SXM2         1         7  volta_fp16_s884gemm_        2796544    5462.000000          74.46              0        1048576          1966336           2203616            737280             65536    1.344139            0.101013
Tesla V100-SXM2         1         7  volta_fp16_s884gemm_        3066723    5989.693359          83.74         524288        2097152          3118848           3344768            787625             61568    0.875282            0.095381
Tesla V100-SXM2         1         7  void column_sum_redu         142336     139.000000          20.64         491520         623616           983200            486560             30720              1024    0.597952            0.494768
Tesla V100-SXM2         1         7  void ker_ln_bw_dgamm        2292736      69.968750          79.52        1048576       11895808          1982496            666272             65536              2048    0.774425            0.907894
Tesla V100-SXM2         1         7  void ker_ln_bw_dinp<         581760     303.000000          64.52        2519040        6697920          2962592           2087168            155520             30720    0.534258            0.345036
Tesla V100-SXM2         1         7  ls_dropout_bias_bwd_         309248     151.000000          43.29        2260992          65536          1476864           1136416             92160             32768    0.572096            0.495902
Tesla V100-SXM2         1         7  volta_fp16_s884gemm_        2796544    5462.000000          81.11              0        1048576          1982976           2189088            737280             65536    1.091544            0.099514
Tesla V100-SXM2         1         7  volta_fp16_s884gemm_        3062691    5981.818359          74.94         524288        2097152          3088128           1518912            787925             61568    1.216446            0.096450
Tesla V100-SXM2         1         7  void transform_0213<         161280      84.000000          25.38              0              0           576512            126112             30720             30720    0.746207            0.251895
Tesla V100-SXM2         1         7  void cutlass::Kernel        2832384     922.000000          71.82              0         786432          1290336           1293632            198546             30720    1.598572            0.220764
Tesla V100-SXM2         1         7  void cutlass::Kernel        1330176     866.000000          65.61              0         393216          1985056            798240            245760             11520    0.795203            0.225689
Tesla V100-SXM2         1         7  ls_dropout_bwd_kerne          38464      63.263158           7.84         307200          19200           269312             66528             14400              9600    0.588036            0.449617
Tesla V100-SXM2         1         7  void ker_attn_softma         307200      40.000000          38.21         614400        1751040           410016            484480             30359             15360    0.783847            0.361316
